"","dwc.scientificName","decimalLongitude","decimalLatitude","idigbio.isoCountryCode","dwc.individualCount","coreid","dwc.taxonRank","dwc.coordinateUncertaintyInMeters","year","dwc.basisOfRecord","dwc.institutionCode","species"
"2309","leptodactylus podicipinus",-55.15,-21.6333,NA,1,"5d093ca6-32b4-4a88-aa2a-8c506954383f","species",21365,1938,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"2310","leptodactylus bufonius",-56.6944,-20.1319,NA,1,"ea6dad8f-67f0-45f5-9c46-3882780e3084","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_bufonius"
"2311","leptodactylus knudseni",-59.72,-2.42,NA,4,"569546f7-119a-4da1-9b46-0f3cf7eea821","species",NA,1980,"preservedspecimen","usnm","Leptodactylus_knudseni"
"2312","adenomera andreae",-56.6708,-1.1886,NA,1,"b97858a1-f726-47b0-bf6f-c397c9946d1d","species",30740,1979,"preservedspecimen","usnm","Adenomera_andreae"
"2313","leptodactylus fuscus",-63.13,-9.72,NA,1,"b2e087f8-f75b-4c51-ace5-b3090c11e17e","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2314","leptodactylus ocellatus",-42.0667,-9.68333,NA,1,"bcac965b-f9e7-4f51-b29e-6b039227194f","species",10115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"2315","adenomera andreae",-56.25,-4.62,NA,1,"94f922d9-ecdb-4865-abd3-3b055a1be93d","species",NA,1981,"preservedspecimen","usnm","Adenomera_andreae"
"2316","leptodactylus camaquara",-43.65,-19,NA,1,"7e80129a-2331-4ffc-b316-f01ad379addc","species",22615,1980,"preservedspecimen","usnm","Leptodactylus_camaquara"
"2317","adenomera bokermanni",-42.9833,-22.4333,NA,1,"28f0dc1a-9eca-40c4-979a-daa4f9019d8a","species",6915,NA,"preservedspecimen","usnm","Adenomera_bokermanni"
"2318","leptodactylus mystacinus",-51.2,-30.0333,NA,1,"4de3c164-0cc5-4973-a257-9d9e44be7199","species",10115,1956,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"2319","adenomera marmorata",-43.35,-22.9167,NA,1,"386c16e8-0b65-475e-ada1-1b2d349c59b0","species",8115,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"2320","physalaemus fuscomaculatus",-44.9333,-17.35,NA,1,"5865219e-1bd1-45bf-9468-eaeeba203b7b","species",4115,NA,"preservedspecimen","usnm","Physalaemus_fuscomaculatus"
"2321","leptodactylus troglodytes",-46.7658,-12.9008,NA,1,"fee46e12-6c67-45a6-adc5-a0550a20ae16","species",21365,NA,"preservedspecimen","usnm","Leptodactylus_troglodytes"
"2322","adenomera andreae",-56.6708,-1.1886,NA,1,"b696dc3d-eb4b-4f02-adb8-df052de180e8","species",30740,1979,"preservedspecimen","usnm","Adenomera_andreae"
"2323","leptodactylus notoaktites",-47.7,-21.6,NA,1,"a2d0fba1-8e79-4c32-8128-8788330de242","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_notoaktites"
"2324","leptodactylus podicipinus",-52.35,-14.6667,NA,1,"64f2daa8-9dc1-495e-b146-4360e81c1307","species",367615,NA,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"2325","leptodactylus discodactylus",-66.23,-3.28,NA,1,"0dbf390e-8480-4908-baa8-52c81d83b8fd","species",NA,1992,"preservedspecimen","usnm","Leptodactylus_discodactylus"
"2326","leptodactylus troglodytes",-44.997652,-12.146051,NA,2,"c6662f0f-764d-42bf-b762-3575f09e4ecf","species",10295,1942,"preservedspecimen","ummz","Leptodactylus_troglodytes"
"2327","adenomera andreae",-48.4833,-1.45,NA,1,"e374aad7-9874-4ad4-9ad9-e91e0b35d28a","species",8212,1968,"preservedspecimen","lacm","Adenomera_andreae"
"2328","leptodactylus ocellatus",-43.88333,-19.63333,NA,NA,"fc3fb095-32c2-46ed-af0f-6351b1c69137","species",7865,1942,"preservedspecimen","cas","Leptodactylus_ocellatus"
"2329","adenomera andreae",-52.05,0.98333,NA,1,"9f2aae23-3164-407f-8f11-f2c2b45896ca","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"2330","leptodactylus rhodomystax",-48.4384,-1.45,NA,NA,"b16a03d8-db8e-4e39-8432-1082add7fd00","species",NA,1969,"preservedspecimen","ku","Leptodactylus_rhodomystax"
"2331","adenomera marmorata steindachner, 1867",-49.23333,-26.43333,NA,1,"4d10d54f-e16f-4bf9-9cb4-567a129f78de","species",53865,1933,"preservedspecimen","mcz","Adenomera_marmorata"
"2332","leptodactylus latrans",-48.45637,-1.45,NA,NA,"8760434e-bb64-487a-a336-20af4acc08cd","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"2333","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"87aa52ae-c334-4b9e-aa59-80e4ffb56124","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2334","leptodactylus ocellatus",-51.2,-30.03,NA,1,"82362716-70f1-40f6-b0cf-caadd81f69de","species",10115,1966,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2335","adenomera andreae",-52.05,0.98333,NA,1,"85e4970c-a636-4d43-ba7f-ed84b048d4fe","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"2336","leptodactylus wagneri",-48.4384,-1.45,NA,NA,"797f0bbc-1082-4860-a227-ea32ce653d6b","species",NA,1969,"preservedspecimen","ku","Leptodactylus_wagneri"
"2337","leptodactylus mystaceus",-61.2038,1.55,NA,NA,"7be7b523-63b8-4985-b77c-f87aac86564c","species",6397,1993,"preservedspecimen","omnh","Leptodactylus_mystaceus"
"2338","leptodactylus fuscus",-61.17684,1.55,NA,NA,"66ebc91e-4974-4ac5-9999-366f0b897578","species",8621,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"2339","adenomera hylaedactyla",-70.03333,-4.36667,NA,NA,"68a01175-434a-40ed-af59-5fcc25e49e24","species",3865,NA,"preservedspecimen","cas","Adenomera_hylaedactyla"
"2340","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"26cf790c-f322-4a3f-a89d-7cfab33fcb4d","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2341","leptodactylus typhonius",-53.8,-29.68333,NA,1,"38aa3072-1de7-4dbf-b604-f0f1f077016b","species",22615,1936,"preservedspecimen","mcz","Leptodactylus_typhonius"
"2342","leptodactylus fuscus",-41.05,-21.63333,NA,NA,"46d8cbb8-365a-481c-8266-0d64f224d14a","species",12365,1948,"preservedspecimen","cas","Leptodactylus_fuscus"
"2343","leptodactylus petersii",-54.03465,-2.43333,NA,NA,"4824a43d-6ae4-4da3-95ab-d052150cbf11","species",NA,1970,"preservedspecimen","ku","Leptodactylus_petersii"
"2344","leptodactylus pentadactylus labyrinthicus",-53.8,-29.68333,NA,1,"53fbc8f4-9b17-44f7-901d-1eb77a12a457","species",22615,1936,"preservedspecimen","mcz","Leptodactylus_pentadactylus"
"2345","leptodactylus leptodactyloides (andersson, 1945)",-66.56667,-2.46667,NA,1,"1e6a9b7a-ea27-42d0-8aef-1a1af746ea23","species",87144,1973,"preservedspecimen","mcz","Leptodactylus_leptodactyloides"
"2346","leptodactylus furnarius",-46.51667,-23.66667,NA,NA,"59e788f9-eb0a-4ce5-9e66-bb577ccc2d59","species",NA,1963,"preservedspecimen","ku","Leptodactylus_furnarius"
"2347","leptodactylus chaquensis cei, 1950",-44,-18,NA,1,"5a4411be-5c9a-459e-8f9e-1577be5af876","species",301,1865,"preservedspecimen","mcz","Leptodactylus_chaquensis"
"2348","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"09d296ca-72c5-4428-ad26-cb985d9feae0","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2349","adenomera phonotriccus",-48.249444,-5.702222,NA,1,"61f0bdb9-2af8-41aa-b3ce-ee0232ae7b54","",NA,2018,"preservedspecimen","unicamp","Adenomera_phonotriccus"
"2350","leptodactylus ocellatus",-51.88,-29.21,NA,1,"f2b2e29f-633a-43e5-b919-61dd081484e1","species",6865,1966,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2351","leptodactylus mystacinus",-47.7,-21.6,NA,1,"77cc02c0-c475-4fc1-88ef-4ac6f2ca1582","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"2352","adenomera marmorata",-45.83,-23.63,NA,1,"632a5e3b-b6e4-429a-ae77-de06c6b79e6c","species",NA,1977,"preservedspecimen","usnm","Adenomera_marmorata"
"2353","leptodactylus mystaceus",-61.72,-10.8,NA,1,"98d9a67f-d3ec-40e4-a908-ac0939dc6690","species",NA,1984,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"2354","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"48c055d5-0a47-4b85-a277-27f379969324","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2355","leptodactylus myersi",-60.92,2.42,NA,1,"666cf22a-c648-4a51-9ab7-faceb1731131","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_myersi"
"2356","leptodactylus notoaktites",-49.5667,-28.6667,NA,1,"867b0bed-1da2-4046-96c0-34a22b027afd","species",12927.5,1915,"preservedspecimen","usnm","Leptodactylus_notoaktites"
"2357","adenomera hylaedactyla",-56.6708,-1.1886,NA,1,"752ebf30-d659-483e-a2d5-228ee55688d5","species",30740,1979,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"2358","leptodactylus fuscus",-60.92,2.42,NA,1,"95368a25-5a2f-4e0e-b319-271c32c7d1f5","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2359","leptodactylus gracilis",-48.7667,-27.6833,NA,1,"93ebc15d-48ad-48a5-947f-317fe76a514a","species",27615,1979,"preservedspecimen","usnm","Leptodactylus_gracilis"
"2360","leptodactylus furnarius",-44.5833,-22.6333,NA,1,"3ea4bd98-5b72-4c77-b0c5-bec7ae2c2b58","species",5865,1969,"preservedspecimen","usnm","Leptodactylus_furnarius"
"2361","leptodactylus furnarius",-46.3167,-23.7833,NA,1,"9b530612-61d7-4399-97f5-88afd03087e9","species",3915,NA,"preservedspecimen","usnm","Leptodactylus_furnarius"
"2362","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"744701f1-b7ec-403b-b7a4-ce63ef7a0adc","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2363","adenomera marmorata",-45.83,-23.63,NA,1,"e390ba65-c276-46d9-9aa1-708eb5edcd2c","species",NA,1977,"preservedspecimen","usnm","Adenomera_marmorata"
"2364","adenomera marmorata",-45.83,-23.63,NA,1,"e51590d5-20ee-4a03-bf47-c8f72cd64216","species",NA,1976,"preservedspecimen","usnm","Adenomera_marmorata"
"2365","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"97104f3f-11a1-4153-9bbb-4c63f076e13d","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2366","adenomera bokermanni",-42.9833,-22.4333,NA,1,"5005ee79-e727-4bf9-8f77-a6e7a9596b9d","species",6915,NA,"preservedspecimen","usnm","Adenomera_bokermanni"
"2367","leptodactylus discodactylus",-66.23,-3.28,NA,1,"76d6ace8-12c7-4282-a1f6-572ba8bda567","species",NA,1992,"preservedspecimen","usnm","Leptodactylus_discodactylus"
"2368","leptodactylus fuscus",-40.82,-19.53,NA,1,"69f6cd15-be11-4ce3-8dd3-cfdbdf0156e7","species",2250,NA,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2369","leptodactylus furnarius",-44.75,-22.5667,NA,1,"888c9aea-19e7-466e-ad1d-af096da0f9ac","species",28615,1925,"preservedspecimen","usnm","Leptodactylus_furnarius"
"2370","leptodactylus bolivianus",-67.6111,-9.8108,NA,1,"022c7750-621e-4412-8f2c-4d405b592baf","species",33096,1974,"preservedspecimen","usnm","Leptodactylus_bolivianus"
"2371","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"ff1d485f-c1fb-43b6-8b1b-d36d751d558e","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2372","adenomera andreae",-56.6708,-1.1886,NA,1,"be25dda2-a481-46a3-b63d-933c24e3e610","species",30740,1979,"preservedspecimen","usnm","Adenomera_andreae"
"2373","leptodactylus fuscus",-60.92,2.42,NA,1,"78e384a7-81ac-4820-a432-adca488b30fb","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2374","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"b15f71d3-5c2c-4f75-a703-a8cf931fe316","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2375","leptodactylus caatingae",-39.85,-10.7,NA,1,"393ceb8a-6cea-4bac-a534-d2c41e26aea2","species",NA,1973,"preservedspecimen","usnm","Leptodactylus_caatingae"
"2376","leptodactylus gracilis",-48.7667,-27.6833,NA,1,"25681a94-7f86-431c-b5b7-1b252539a086","species",27615,1979,"preservedspecimen","usnm","Leptodactylus_gracilis"
"2377","adenomera marmorata",-45.83,-23.63,NA,1,"9edb4795-ad93-431d-b40e-21f0c6c4f3a2","species",NA,1975,"preservedspecimen","usnm","Adenomera_marmorata"
"2378","leptodactylus labyrinthicus",-44.5778,-17.8889,NA,1,"fa30820d-4300-451d-af17-cb554ed4d269","species",NA,1935,"preservedspecimen","usnm","Leptodactylus_labyrinthicus"
"2379","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"624f2f79-685b-48ae-93fa-3787b156ed97","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2380","leptodactylus latrans",-48.45637,-1.45,NA,NA,"abb6bac5-0bd2-4479-8247-9783e8483c55","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"2381","adenomera hylaedactyla",-48.4384,-1.45,NA,NA,"ae4eeab1-d9a0-4ee9-82a0-c5ba452c80b9","species",NA,1969,"preservedspecimen","ku","Adenomera_hylaedactyla"
"2382","leptodactylus ocellatus",-46.931091,-23.63307,NA,1,"cbda2c67-7a35-45b2-8de5-369c06253618","species",19867,NA,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2383","leptodactylus syphax",-55.4,-15.81667,NA,NA,"c7040068-5438-4de9-b760-de6d8fa0a018","species",NA,1963,"preservedspecimen","ku","Leptodactylus_syphax"
"2384","leptodactylus fuscus",-61.2038,1.55,NA,NA,"dd5aa23e-ff51-4305-ae3a-84730e07075f","species",6397,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"2385","leptodactylus leptodactyloides (andersson, 1945)",-66.56667,-2.46667,NA,1,"9bf7a888-2e53-4d7f-8b9d-53bca1e5090c","species",87144,1976,"preservedspecimen","mcz","Leptodactylus_leptodactyloides"
"2386","leptodactylus petersii",-48.4384,-1.45,NA,NA,"9c83efc9-15b2-4623-8995-b4c3dec18b1c","species",NA,1969,"preservedspecimen","ku","Leptodactylus_petersii"
"2387","leptodactylus rhodomystax",-48.4384,-1.45,NA,NA,"268fd11f-a9fa-4881-8024-323b811627fe","species",NA,1969,"preservedspecimen","ku","Leptodactylus_rhodomystax"
"2388","adenomera andreae",-52.05,0.98333,NA,1,"28afa4e5-e891-4b6f-98eb-ce0d92f203ab","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"2389","leptodactylus fuscus",-61.2038,1.55,NA,NA,"7eede6cc-fbcb-49af-8be4-203719f56226","species",6397,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"2390","leptodactylus ocellatus",-40.51,-11.18,NA,1,"9942a508-0fe7-45b5-a824-a80b487fd4ba","species",17615,1907,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2391","leptodactylus pentadactylus",-43.883333,-19.633333,NA,1,"74c026b1-b6ee-4687-a000-4493e42fef36","species",7100,1941,"preservedspecimen","ummz","Leptodactylus_pentadactylus"
"2392","leptodactylus latrans",-48.45637,-1.45,NA,NA,"7693be22-eed3-49a8-bbb1-7daff6022055","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"2393","adenomera hylaedactyla",-55.51889,-1.90833,NA,NA,"77dc9a68-9bf9-4453-81d0-2ffa9f237d57","species",NA,1970,"preservedspecimen","ku","Adenomera_hylaedactyla"
"2394","adenomera andreae",-52.05,0.98333,NA,1,"1f10c67e-a315-4c16-9319-ad1ccda563a1","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"2395","leptodactylus ocellatus",-43.929023,-14.863197,NA,2,"4379562c-7ac3-4cf5-9249-6b29a4c50167","species",3036,1942,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2396","leptodactylus macrosternum",-65.38333,-9.7,NA,NA,"59a21899-c584-44dd-9b4d-8bbf4f2c92ca","species",NA,1962,"preservedspecimen","ku","Leptodactylus_macrosternum"
"2397","adenomera hylaedactyla",-55.75,-15.43333,NA,NA,"0d0e1a8b-0cd1-4547-adc0-65d0b40e2209","species",NA,1963,"preservedspecimen","ku","Adenomera_hylaedactyla"
"2398","leptodactylus fuscus",-61.13969,1.83973,NA,NA,"6746e85e-cb46-4454-b19f-457ad640cb05","species",6714,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"2399","leptodactylus furnarius",-46.51667,-23.66667,NA,NA,"6ad442df-6099-47f0-a91b-9df6832b2897","species",NA,1963,"preservedspecimen","ku","Leptodactylus_furnarius"
"2400","leptodactylus ocellatus",-47.53947,-24.4472,NA,1,"4044608e-e292-4168-be98-8f5e817fad68","species",4605,1981,"preservedspecimen","mvz","Leptodactylus_ocellatus"
"2401","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"bbb79faa-d289-412b-83bf-bcb2454a4c22","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2402","leptodactylus latrans",-48.45637,-1.45,NA,NA,"a7021829-ab12-44e5-b3d2-042acbb4ede7","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"2403","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"b3adb4f8-06f2-4590-96da-41336195fbd8","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2404","adenomera andreae",-48.4384,-1.45,NA,NA,"62b8fc36-1402-4a50-a1dd-8f49e8fb040d","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"2405","leptodactylus ocellatus",-40.6,-19.91667,NA,NA,"65071cfb-074f-4dff-acd2-9fef14236744","species",11115,1942,"preservedspecimen","cas","Leptodactylus_ocellatus"
"2406","leptodactylus furnarius sazima and bokermann, 1978",-53.8,-29.68333,NA,1,"32fd17d1-b1b1-4438-8642-53a02294b0a8","species",22615,1936,"preservedspecimen","mcz","Leptodactylus_furnarius"
"2407","leptodactylus fuscus",-63.18339,-4.10944,NA,1,"17c1e611-1410-4c24-97ed-43d92f2d08a7","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_fuscus"
"2408","leptodactylus nanus",-65.34362222,-10.78095833,NA,NA,"11416584-d343-407e-a6d5-5757f989d817","species",NA,1911,"preservedspecimen","cas","Leptodactylus_nanus"
"2409","leptodactylus ocellatus",-51.88,-29.21,NA,1,"165e6736-1495-4ab6-8a13-e8176755d23a","species",6865,1966,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2410","paratelmatobius lutzi",-44.58333,-22.33333,NA,1,"1e2ede48-3838-43a2-b5fa-efb235d13978","species",21615,1964,"preservedspecimen","mcz","Paratelmatobius_lutzi"
"2411","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"1fef0ba4-0cba-475c-bf76-5f17a650faf4","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2412","leptodactylus pentadactylus",-43.883333,-19.633333,NA,1,"0d4e0563-c030-471f-8401-7ee996b4a17a","species",7100,1941,"preservedspecimen","ummz","Leptodactylus_pentadactylus"
"2413","physalaemus fuscomaculatus",-51.02,-30.08,NA,1,"0db6030f-e0a4-4499-8be3-4ca2420627ed","species",11000,1966,"preservedspecimen","cm","Physalaemus_fuscomaculatus"
"2414","adenomera andreae",-52.05,0.98333,NA,1,"3af06adf-90c0-4342-b9d3-0d84e525bc5b","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"2415","leptodactylus ocellatus",-40.504265,-9.420649,NA,2,"82e6011f-1a79-49d5-96b0-606e2404641d","species",3036,1942,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2416","leptodactylus podicipinus",-50.937,-14.1826,NA,NA,"7b3f977f-64f2-420c-9dce-849fced361de","species",497657,1939,"preservedspecimen","cas","Leptodactylus_podicipinus"
"2417","leptodactylus ocellatus (linnaeus, 1758)",-42.83333,-6.23333,NA,1,"7f773c4d-b978-4b79-9781-993b4a7ae935","species",3115,NA,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2418","lithodytes lineatus",-61.2038,1.55,NA,NA,"479abc27-4759-4bc0-bfc9-281a07f0e33d","species",6397,1993,"preservedspecimen","omnh","Lithodytes_lineatus"
"2419","leptodactylus ocellatus",-43.533333,-11.133333,NA,1,"78b5b22c-1141-4aee-a518-b9ae14699362","species",3036,1942,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2420","leptodactylus ocellatus",-43.24,-22.96,NA,1,"06af1ca1-8cc4-4c46-9ca8-04bfcd893959","species",5240,1954,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2421","leptodactylus ocellatus",-44.9333,-17.35,NA,1,"22a87754-8df2-4536-8467-a29b3ac27d98","species",4115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"2422","leptodactylus fuscus",-44.3667,-15.4833,NA,1,"c70acf84-5046-4c91-8828-047682524988","species",3365,NA,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2423","leptodactylus mystacinus",-53.8,-29.6833,NA,1,"0d4ecec8-89af-4199-b879-6e48a5df76af","species",22615,NA,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"2424","leptodactylus podicipinus",-61.7,-6.03,NA,1,"dca1d20b-49e3-4bc8-a958-f1a7f564badb","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"2425","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"f294b210-71b1-4ad9-b70b-ec3287ecdc5c","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2426","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"c36fdbb7-ce6e-4f70-b801-284f7903433a","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2427","adenomera andreae",-63,-7.4,NA,1,"3a722e5d-1b23-4da7-9dcb-04b6adcb1ad1","species",NA,1975,"preservedspecimen","usnm","Adenomera_andreae"
"2428","adenomera marmorata",-42.9833,-22.4333,NA,1,"d86d43d7-55d1-42dc-8953-6042be24d831","species",6915,1935,"preservedspecimen","usnm","Adenomera_marmorata"
"2429","leptodactylus vastus",-39.7333,-7.18333,NA,1,"6c9d7d9a-7323-41ff-9ee4-e7fa22cf51a3","species",11990,1979,"preservedspecimen","usnm","Leptodactylus_vastus"
"2430","adenomera hylaedactyla",-51.8333,3.8333,NA,1,"32045d53-4954-4df5-882c-6129b24a3f2c","species",7612,1938,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"2431","leptodactylus camaquara",-43.65,-19,NA,1,"2cc80012-f744-4e69-a872-157994c531dd","species",22615,1980,"preservedspecimen","usnm","Leptodactylus_camaquara"
"2432","adenomera andreae",-64.6,-7.08,NA,1,"fd723707-60af-4a80-a46c-24b6527c5b7c","species",NA,1974,"preservedspecimen","usnm","Adenomera_andreae"
"2433","adenomera marmorata",-43.1667,-22.5167,NA,1,"88b557ee-db9d-42d2-9f06-5f3766516836","species",4865,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"2434","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"7a60ebde-2d02-49c7-99c6-3a2a0364e20a","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2435","leptodactylus knudseni",-55.9833,-4.28333,NA,1,"0fbb7504-621a-4fa9-ab40-cbe2929fc4d9","species",4865,1979,"preservedspecimen","usnm","Leptodactylus_knudseni"
